Dur,Sport,Dport,sTos,dTos,TotPkts,SrcPkts,TotBytes,SrcBytes,Load,SrcLoad,SIntPkt,DIntPkt,Label,Proto_arp,Proto_rtcp,Proto_tcp,Proto_udp,State_CON,State_FIN,State_INT,State_REQ,State_RSP,State_RST
0.0,60889.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,wannacry,0,0,1,0,0,0,0,1,0,0
0.027393,49413.0,445.0,0.0,0.0,14,8,2651,1387,662359.0,354543.125,3.913286,5.3878,badrabbit,0,0,1,0,0,0,0,0,0,1
1.526211,55679.49116581868,3646.500618270504,0.0,21.36710210610504,3,3,180,180,629.008667,629.008667,763.1055,1092.382483608376,petya,1,0,0,0,0,0,1,0,0,0
0.0,51708.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,wannacry,0,0,1,0,0,0,0,1,0,0
0.003096,49348.0,445.0,0.0,0.0,14,8,2396,1409,5312661.5,3186046.5,0.442286,0.5604,petya,0,0,1,0,0,0,0,0,0,1
0.0,63129.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,wannacry,0,0,1,0,0,0,0,1,0,0
0.197532,49735.0,445.0,0.0,0.0,4,2,554,206,11218.43555,4178.202148,8053.237,8058.153,badrabbit,0,0,1,0,1,0,0,0,0,0
0.0,56297.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,powerghost,0,0,1,0,0,0,0,1,0,0
1.008346,49429.0,445.0,0.0,0.0,6,3,356,194,1888.240845,1031.425781,504.1565,504.1575,petya,0,0,1,0,0,0,0,0,0,1
1.599379,55679.49116581868,3646.500618270504,0.0,21.36710210610504,3,3,180,180,600.232971,600.232971,799.6895,1092.382483608376,badrabbit,1,0,0,0,0,0,1,0,0,0
9.93288,44928.0,11160.0,0.0,21.36710210610504,20,20,2160,2160,1652.692749,1652.692749,527.515875,1092.382483608376,normal,0,0,0,1,0,0,0,1,0,0
0.040869,51969.0,445.0,0.0,0.0,3,2,388,206,20161.98047,20161.98047,6615.472,13190.671,normal,0,0,1,0,1,0,0,0,0,0
1.712163,55679.49116581868,3646.500618270504,0.0,21.36710210610504,3,3,180,180,560.694275,560.694275,856.0815,1092.382483608376,powerghost,1,0,0,0,0,0,1,0,0,0
0.200803,49254.0,445.0,0.0,0.0,3,2,388,206,4103.524414,4103.524414,200.803,1092.382483608376,petya,0,0,1,0,1,0,0,0,0,0
1.640132,55679.49116581868,3646.500618270504,0.0,21.36710210610504,3,3,180,180,585.318787,585.318787,820.066,1092.382483608376,badrabbit,1,0,0,0,0,0,1,0,0,0
0.034468,49349.0,445.0,0.0,0.0,14,8,2396,1409,477196.25,286178.5,4.924,6.7912,badrabbit,0,0,1,0,0,0,0,0,0,1
1.526368,55679.49116581868,3646.500618270504,0.0,21.36710210610504,3,3,180,180,628.94397,628.94397,763.184,1092.382483608376,petya,1,0,0,0,0,0,1,0,0,0
0.0,51101.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,powerghost,0,0,1,0,0,0,0,1,0,0
0.0,52063.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,powerghost,0,0,1,0,0,0,0,1,0,0
9.999716,62262.0,7411.0,0.0,21.36710210610504,47,47,16402,16402,12843.56543,12843.56543,230.000937,1092.382483608376,normal,0,0,0,1,0,0,0,1,0,0
9.328121,46001.0,7410.0,0.0,21.36710210610504,19,19,2054,2054,1668.932007,1668.932007,504.695906,1092.382483608376,normal,0,0,0,1,0,0,0,1,0,0
0.091571,49467.0,445.0,0.0,0.0,14,8,2699,1435,201810.6094,109729.0625,13.081571,18.247,petya,0,0,1,0,0,0,0,0,0,1
0.0,60188.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,wannacry,0,0,1,0,0,0,0,1,0,0
0.0,63589.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,wannacry,0,0,1,0,0,0,0,1,0,0
1.645272,55679.49116581868,3646.500618270504,0.0,21.36710210610504,3,3,180,180,583.490112,583.490112,822.636,1092.382483608376,badrabbit,1,0,0,0,0,0,1,0,0,0
0.0,52498.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,powerghost,0,0,1,0,0,0,0,1,0,0
0.064863,49294.0,445.0,0.0,0.0,14,8,2699,1435,284908.2188,154911.125,9.266143,12.733,badrabbit,0,0,1,0,0,0,0,0,0,1
1.64625,55679.49116581868,3646.500618270504,0.0,21.36710210610504,3,3,180,180,583.143494,583.143494,823.125,1092.382483608376,petya,1,0,0,0,0,0,1,0,0,0
9.555451,63614.0,7400.0,0.0,21.36710210610504,24,24,5600,5600,4493.351074,4493.351074,419.062875,1092.382483608376,normal,0,0,0,1,0,0,0,1,0,0
1.755786,55679.49116581868,3646.500618270504,0.0,21.36710210610504,3,3,180,180,546.763672,546.763672,877.893,1092.382483608376,badrabbit,1,0,0,0,0,0,1,0,0,0
0.0,57969.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,wannacry,0,0,1,0,0,0,0,1,0,0
1.652467,55679.49116581868,3646.500618270504,0.0,21.36710210610504,3,3,180,180,580.949585,580.949585,826.2335,1092.382483608376,badrabbit,1,0,0,0,0,0,1,0,0,0
0.0,59464.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,powerghost,0,0,1,0,0,0,0,1,0,0
0.0,58822.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,powerghost,0,0,1,0,0,0,0,1,0,0
1.536847,55679.49116581868,3646.500618270504,0.0,21.36710210610504,3,3,180,180,624.655518,624.655518,768.4235,1092.382483608376,petya,1,0,0,0,0,0,1,0,0,0
1.596535,55679.49116581868,3646.500618270504,0.0,21.36710210610504,3,3,180,180,601.302185,601.302185,798.2675,1092.382483608376,badrabbit,1,0,0,0,0,0,1,0,0,0
0.0,50924.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,wannacry,0,0,1,0,0,0,0,1,0,0
0.0,55906.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,powerghost,0,0,1,0,0,0,0,1,0,0
0.0,51382.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,wannacry,0,0,1,0,0,0,0,1,0,0
0.000817,49207.0,445.0,0.0,0.0,5,3,564,312,3270501.75,2036719.75,4559.2835,6939.586,petya,0,0,1,0,0,0,0,0,0,1
0.05421,49405.0,445.0,0.0,0.0,14,8,2651,1387,334698.4063,179155.1406,7.744286,10.6458,badrabbit,0,0,1,0,0,0,0,0,0,1
9.986011,56552.0,7411.0,0.0,21.36710210610504,28,28,5840,5840,4511.912109,4511.912109,357.093062,1092.382483608376,normal,0,0,0,1,0,0,0,1,0,0
9.10147,65044.0,7410.0,0.0,21.36710210610504,20,20,2160,2160,1803.664673,1803.664673,500.928187,1092.382483608376,normal,0,0,0,1,0,0,0,1,0,0
1.75271,55679.49116581868,3646.500618270504,0.0,21.36710210610504,3,3,180,180,547.723267,547.723267,876.355,1092.382483608376,petya,1,0,0,0,0,0,1,0,0,0
0.046952,49309.0,445.0,0.0,0.0,14,8,2699,1435,393593.4375,214005.7813,6.707429,8.9836,badrabbit,0,0,1,0,0,0,0,0,0,1
1.662172,55679.49116581868,3646.500618270504,0.0,21.36710210610504,3,3,180,180,577.557556,577.557556,831.086,1092.382483608376,badrabbit,1,0,0,0,0,0,1,0,0,0
2.999448,51026.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,powerghost,0,0,1,0,0,0,0,1,0,0
0.000629,49836.0,445.0,0.0,0.0,6,3,372,186,3154212.75,2306976.75,0.215,0.2095,petya,0,0,1,0,0,0,0,0,0,1
6.550719,59554.0,53.0,0.0,21.36710210610504,2,2,154,154,94.035484,94.035484,6550.68,1092.382483608376,normal,0,0,0,1,0,0,1,0,0,0
0.0,62158.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,wannacry,0,0,1,0,0,0,0,1,0,0
0.0,58121.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,powerghost,0,0,1,0,0,0,0,1,0,0
9.996398,51869.0,7411.0,0.0,21.36710210610504,9,9,1434,1434,1020.367554,1020.367554,1313.93375,1092.382483608376,normal,0,0,0,1,0,0,0,1,0,0
1.684987,55679.49116581868,3646.500618270504,0.0,21.36710210610504,3,3,180,180,569.737366,569.737366,842.4935,1092.382483608376,badrabbit,1,0,0,0,0,0,1,0,0,0
9.065764,58323.0,7410.0,0.0,21.36710210610504,20,20,2160,2160,1810.768433,1810.768433,500.157094,1092.382483608376,normal,0,0,0,1,0,0,0,1,0,0
0.0,56454.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,powerghost,0,0,1,0,0,0,0,1,0,0
0.0,52819.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,powerghost,0,0,1,0,0,0,0,1,0,0
0.00094,49804.0,445.0,0.0,0.0,5,3,564,312,2842553.25,1770212.75,4932.9975,7498.541,badrabbit,0,0,1,0,0,0,0,0,0,1
9.418689,56822.0,11160.0,0.0,21.36710210610504,20,20,2160,2160,1742.917725,1742.917725,502.122313,1092.382483608376,normal,0,0,0,1,0,0,0,1,0,0
2.99772,49870.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,powerghost,0,0,1,0,0,0,0,1,0,0
0.069595,49404.0,445.0,0.0,0.0,14,8,2651,1387,260708.375,139550.25,9.942143,12.5246,badrabbit,0,0,1,0,0,0,0,0,0,1
1.827729,55679.49116581868,3646.500618270504,0.0,21.36710210610504,3,3,180,180,525.242004,525.242004,913.8645,1092.382483608376,badrabbit,1,0,0,0,0,0,1,0,0,0
0.0,59458.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,wannacry,0,0,1,0,0,0,0,1,0,0
0.0,55909.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,wannacry,0,0,1,0,0,0,0,1,0,0
0.0,52924.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,powerghost,0,0,1,0,0,0,0,1,0,0
1.651995,55679.49116581868,3646.500618270504,0.0,21.36710210610504,3,3,180,180,581.115601,581.115601,825.9975,1092.382483608376,petya,1,0,0,0,0,0,1,0,0,0
7.665991,55679.49116581868,3646.500618270504,0.0,21.36710210610504,9,9,540,540,500.913727,500.913727,2109.97725,1092.382483608376,badrabbit,1,0,0,0,0,0,1,0,0,0
1.62985,55679.49116581868,3646.500618270504,0.0,21.36710210610504,3,3,180,180,589.01123,589.01123,814.925,1092.382483608376,badrabbit,1,0,0,0,0,0,1,0,0,0
0.0,64256.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,wannacry,0,0,1,0,0,0,0,1,0,0
0.004232,49175.0,445.0,0.0,0.0,14,8,2396,1409,3886578.25,2330812.75,0.604571,0.7924,petya,0,0,1,0,0,0,0,0,0,1
0.0,56669.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,powerghost,0,0,1,0,0,0,0,1,0,0
9.991623,62267.0,11161.0,0.0,21.36710210610504,50,50,33946,33946,26636.71289,26636.71289,250.150672,1092.382483608376,normal,0,0,0,1,0,0,0,1,0,0
0.0,51073.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,powerghost,0,0,1,0,0,0,0,1,0,0
1.56025,55679.49116581868,3646.500618270504,0.0,21.36710210610504,3,3,180,180,615.286011,615.286011,780.125,1092.382483608376,petya,1,0,0,0,0,0,1,0,0,0
9.99972,39562.0,7411.0,0.0,21.36710210610504,28,28,5296,5296,4085.7146,4085.7146,380.860594,1092.382483608376,normal,0,0,0,1,0,0,0,1,0,0
0.029741,49361.0,445.0,0.0,0.0,14,8,2651,1387,610066.875,326552.5625,4.248714,5.7672,badrabbit,0,0,1,0,0,0,0,0,0,1
7.065397,52311.0,53.0,0.0,21.36710210610504,3,3,243,243,183.429184,183.429184,3532.6825,1092.382483608376,normal,0,0,0,1,0,0,1,0,0,0
0.000931,49204.0,445.0,0.0,0.0,5,3,564,312,2870032.25,1787325.5,4933.3505,7500.1395,petya,0,0,1,0,0,0,0,0,0,1
0.003066,49233.0,445.0,0.0,0.0,14,8,2422,1435,5424657.5,3277234.0,0.438,0.5556,petya,0,0,1,0,0,0,0,0,0,1
0.0,50398.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,wannacry,0,0,1,0,0,0,0,1,0,0
0.0,61083.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,powerghost,0,0,1,0,0,0,0,1,0,0
0.0,50894.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,wannacry,0,0,1,0,0,0,0,1,0,0
0.0,57759.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,wannacry,0,0,1,0,0,0,0,1,0,0
0.0,51116.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,wannacry,0,0,1,0,0,0,0,1,0,0
1.001683,49274.0,445.0,0.0,0.0,6,3,356,194,1900.800903,1038.287842,500.8245,500.818,badrabbit,0,0,1,0,0,0,0,0,0,1
0.0,53796.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,wannacry,0,0,1,0,0,0,0,1,0,0
0.0,62293.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,powerghost,0,0,1,0,0,0,0,1,0,0
1.627648,55679.49116581868,3646.500618270504,0.0,21.36710210610504,3,3,180,180,589.808105,589.808105,813.824,1092.382483608376,petya,1,0,0,0,0,0,1,0,0,0
1.709515,55679.49116581868,3646.500618270504,0.0,21.36710210610504,3,3,180,180,561.562805,561.562805,854.7575,1092.382483608376,badrabbit,1,0,0,0,0,0,1,0,0,0
0.0,51453.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,wannacry,0,0,1,0,0,0,0,1,0,0
0.0,51050.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,wannacry,0,0,1,0,0,0,0,1,0,0
0.0,56504.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,powerghost,0,0,1,0,0,0,0,1,0,0
0.0,58748.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,wannacry,0,0,1,0,0,0,0,1,0,0
9.128885,61487.0,11160.0,0.0,21.36710210610504,20,20,2160,2160,1798.248047,1798.248047,506.457562,1092.382483608376,normal,0,0,0,1,0,0,0,1,0,0
0.006308,49216.0,445.0,0.0,0.0,5,3,564,312,423589.0938,263792.0,4307.9305,6566.621,badrabbit,0,0,1,0,0,0,0,0,0,1
0.0,55454.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,wannacry,0,0,1,0,0,0,0,1,0,0
0.026049,49212.0,445.0,0.0,0.0,5,3,564,312,102575.9141,63879.61328,3283.50925,5025.8595,badrabbit,0,0,1,0,0,0,0,0,0,1
1.739158,55679.49116581868,3646.500618270504,0.0,21.36710210610504,3,3,180,180,551.991211,551.991211,869.579,1092.382483608376,badrabbit,1,0,0,0,0,0,1,0,0,0
0.032195,49307.0,445.0,0.0,0.0,14,8,2422,1435,516601.9375,312098.125,4.599286,4.6394,badrabbit,0,0,1,0,0,0,0,0,0,1
0.0,53836.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,wannacry,0,0,1,0,0,0,0,1,0,0
7.5e-05,55679.49116581868,3646.500618270504,0.0,21.36710210610504,2,1,102,60,0.0,0.0,863.4580657838509,1092.382483608376,normal,1,0,0,0,1,0,0,0,0,0
0.0,49309.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,wannacry,0,0,1,0,0,0,0,1,0,0
0.0,61898.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,wannacry,0,0,1,0,0,0,0,1,0,0
9.504154,60930.0,7410.0,0.0,21.36710210610504,20,20,2160,2160,1727.244751,1727.244751,508.998812,1092.382483608376,normal,0,0,0,1,0,0,0,1,0,0
0.00906,50032.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,powerghost,0,0,1,0,0,0,0,1,0,0
1.686663,55679.49116581868,3646.500618270504,0.0,21.36710210610504,3,3,180,180,569.171204,569.171204,843.3315,1092.382483608376,badrabbit,1,0,0,0,0,0,1,0,0,0
1.597728,55679.49116581868,3646.500618270504,0.0,21.36710210610504,3,3,180,180,600.85321,600.85321,798.864,1092.382483608376,badrabbit,1,0,0,0,0,0,1,0,0,0
9.225844,60930.0,7410.0,0.0,21.36710210610504,19,19,2054,2054,1687.433594,1687.433594,533.850875,1092.382483608376,normal,0,0,0,1,0,0,0,1,0,0
0.0,60757.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,powerghost,0,0,1,0,0,0,0,1,0,0
0.0,56585.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,wannacry,0,0,1,0,0,0,0,1,0,0
0.0,49323.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,wannacry,0,0,1,0,0,0,0,1,0,0
0.0,56866.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,wannacry,0,0,1,0,0,0,0,1,0,0
1.007209,49267.0,445.0,0.0,0.0,6,3,356,194,1890.372437,1032.671143,503.5485,503.3525,badrabbit,0,0,1,0,0,0,0,0,0,1
1.660019,55679.49116581868,3646.500618270504,0.0,21.36710210610504,3,3,180,180,578.306641,578.306641,830.0095,1092.382483608376,badrabbit,1,0,0,0,0,0,1,0,0,0
0.0,59485.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,powerghost,0,0,1,0,0,0,0,1,0,0
1.625796,55679.49116581868,3646.500618270504,0.0,21.36710210610504,3,3,180,180,590.47998,590.47998,812.898,1092.382483608376,petya,1,0,0,0,0,0,1,0,0,0
0.0,55149.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,wannacry,0,0,1,0,0,0,0,1,0,0
9.695471,58114.0,7410.0,0.0,21.36710210610504,20,20,2160,2160,1693.161743,1693.161743,503.071,1092.382483608376,normal,0,0,0,1,0,0,0,1,0,0
1.610734,55679.49116581868,3646.500618270504,0.0,21.36710210610504,3,3,180,180,596.001587,596.001587,805.367,1092.382483608376,badrabbit,1,0,0,0,0,0,1,0,0,0
9.998226,58806.0,7411.0,0.0,21.36710210610504,131,131,69456,69456,55150.58203,55150.58203,85.484562,1092.382483608376,normal,0,0,0,1,0,0,0,1,0,0
9.43222,49728.0,11161.0,0.0,21.36710210610504,52,52,34946,34946,29069.71875,29069.71875,224.679,1092.382483608376,normal,0,0,0,1,0,0,0,1,0,0
1.648123,55679.49116581868,3646.500618270504,0.0,21.36710210610504,3,3,180,180,582.480774,582.480774,824.0615,1092.382483608376,badrabbit,1,0,0,0,0,0,1,0,0,0
1.648185,55679.49116581868,3646.500618270504,0.0,21.36710210610504,3,3,180,180,582.458862,582.458862,824.0925,1092.382483608376,petya,1,0,0,0,0,0,1,0,0,0
1.611736,55679.49116581868,3646.500618270504,0.0,21.36710210610504,3,3,180,180,595.631042,595.631042,805.868,1092.382483608376,badrabbit,1,0,0,0,0,0,1,0,0,0
1.826429,55679.49116581868,3646.500618270504,0.0,21.36710210610504,3,3,180,180,525.615845,525.615845,913.2145,1092.382483608376,badrabbit,1,0,0,0,0,0,1,0,0,0
0.0,57379.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,powerghost,0,0,1,0,0,0,0,1,0,0
1.651163,55679.49116581868,3646.500618270504,0.0,21.36710210610504,3,3,180,180,581.408386,581.408386,825.5815,1092.382483608376,petya,1,0,0,0,0,0,1,0,0,0
1.557411,55679.49116581868,3646.500618270504,0.0,21.36710210610504,3,3,180,180,616.407654,616.407654,778.7055,1092.382483608376,petya,1,0,0,0,0,0,1,0,0,0
1.614027,55679.49116581868,3646.500618270504,0.0,21.36710210610504,3,3,180,180,594.785583,594.785583,807.0135,1092.382483608376,badrabbit,1,0,0,0,0,0,1,0,0,0
0.075411,49337.0,445.0,0.0,0.0,14,8,2699,1435,245057.0938,133243.1563,10.773,14.9038,badrabbit,0,0,1,0,0,0,0,0,0,1
0.0,53271.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,wannacry,0,0,1,0,0,0,0,1,0,0
0.0,63891.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,wannacry,0,0,1,0,0,0,0,1,0,0
9.999988,46001.0,7411.0,0.0,21.36710210610504,47,47,11910,11910,9325.611328,9325.611328,212.940937,1092.382483608376,normal,0,0,0,1,0,0,0,1,0,0
0.0,58695.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,wannacry,0,0,1,0,0,0,0,1,0,0
1.751709,55679.49116581868,3646.500618270504,0.0,21.36710210610504,3,3,180,180,548.036255,548.036255,875.8545,1092.382483608376,petya,1,0,0,0,0,0,1,0,0,0
9.519839,46001.0,7410.0,0.0,21.36710210610504,20,20,2160,2160,1724.398804,1724.398804,500.160937,1092.382483608376,normal,0,0,0,1,0,0,0,1,0,0
0.000761,49254.0,445.0,0.0,0.0,5,3,564,312,3511169.75,2186596.75,4933.3095,7500.1085,petya,0,0,1,0,0,0,0,0,0,1
9.998717,46001.0,7411.0,0.0,21.36710210610504,43,43,11106,11106,8679.513672,8679.513672,243.646094,1092.382483608376,normal,0,0,0,1,0,0,0,1,0,0
1.610846,55679.49116581868,3646.500618270504,0.0,21.36710210610504,3,3,180,180,595.960144,595.960144,805.423,1092.382483608376,badrabbit,1,0,0,0,0,0,1,0,0,0
0.0,57474.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,powerghost,0,0,1,0,0,0,0,1,0,0
0.0,50168.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,powerghost,0,0,1,0,0,0,0,1,0,0
0.0,61136.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,wannacry,0,0,1,0,0,0,0,1,0,0
0.0,63410.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,wannacry,0,0,1,0,0,0,0,1,0,0
0.0,59223.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,wannacry,0,0,1,0,0,0,0,1,0,0
0.0,59178.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,wannacry,0,0,1,0,0,0,0,1,0,0
0.073417,49381.0,445.0,0.0,0.0,14,8,2651,1387,247136.2188,132285.4375,10.488143,14.1286,badrabbit,0,0,1,0,0,0,0,0,0,1
0.0,54216.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,wannacry,0,0,1,0,0,0,0,1,0,0
1.740706,55679.49116581868,3646.500618270504,0.0,21.36710210610504,3,3,180,180,551.500366,551.500366,870.353,1092.382483608376,badrabbit,1,0,0,0,0,0,1,0,0,0
0.199957,50379.0,445.0,0.0,0.0,3,2,388,206,4120.88623,4120.88623,199.957,1092.382483608376,petya,0,0,1,0,1,0,0,0,0,0
9.451922,51869.0,7410.0,0.0,21.36710210610504,20,20,2160,2160,1736.789551,1736.789551,501.877,1092.382483608376,normal,0,0,0,1,0,0,0,1,0,0
0.003519,49636.0,445.0,0.0,0.0,6,3,372,186,563796.5,518557.25,0.9565,1.3215,petya,0,0,1,0,0,0,0,0,0,1
1.651169,55679.49116581868,3646.500618270504,0.0,21.36710210610504,3,3,180,180,581.406311,581.406311,825.5845,1092.382483608376,petya,1,0,0,0,0,0,1,0,0,0
0.0,57908.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,powerghost,0,0,1,0,0,0,0,1,0,0
8.9e-05,55679.49116581868,3646.500618270504,0.0,21.36710210610504,2,1,102,60,0.0,0.0,863.4580657838509,1092.382483608376,normal,1,0,0,0,1,0,0,0,0,0
0.003439,49604.0,445.0,0.0,0.0,6,3,372,186,576911.875,434135.6875,1.1425,0.733,badrabbit,0,0,1,0,0,0,0,0,0,1
0.0,56225.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,wannacry,0,0,1,0,0,0,0,1,0,0
0.0,57575.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,wannacry,0,0,1,0,0,0,0,1,0,0
0.203773,50088.0,445.0,0.0,0.0,4,2,554,206,10874.8457,4049.936279,6060.0745,6061.3435,petya,0,0,1,0,1,0,0,0,0,0
0.0,50333.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,powerghost,0,0,1,0,0,0,0,1,0,0
9.991878,61114.0,7411.0,0.0,21.36710210610504,50,50,16464,16464,12918.49316,12918.49316,203.488922,1092.382483608376,normal,0,0,0,1,0,0,0,1,0,0
1.654387,55679.49116581868,3646.500618270504,0.0,21.36710210610504,3,3,180,180,580.27533,580.27533,827.1935,1092.382483608376,badrabbit,1,0,0,0,0,0,1,0,0,0
3.735425,55679.49116581868,3646.500618270504,0.0,21.36710210610504,4,4,240,240,385.498291,385.498291,1245.141625,1092.382483608376,badrabbit,1,0,0,0,0,0,1,0,0,0
0.242882,49266.0,445.0,0.0,0.0,18,9,3538,1648,103589.3984,48253.88672,30.36025,30.19075,badrabbit,0,0,1,0,0,0,0,0,0,1
1.55937,55679.49116581868,3646.500618270504,0.0,21.36710210610504,3,3,180,180,615.63324,615.63324,779.685,1092.382483608376,petya,1,0,0,0,0,0,1,0,0,0
0.0,52178.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,wannacry,0,0,1,0,0,0,0,1,0,0
1.557415,55679.49116581868,3646.500618270504,0.0,21.36710210610504,3,3,180,180,616.406006,616.406006,778.7075,1092.382483608376,petya,1,0,0,0,0,0,1,0,0,0
0.0,58593.0,445.0,0.0,21.36710210610504,1,1,66,66,0.0,0.0,863.4580657838509,1092.382483608376,wannacry,0,0,1,0,0,0,0,1,0,0
